province,district,address,latitude,longitude
Điện Biên,Tp.Điện Biên Phủ,"Tổ dân phố 3, P.Mường Thanh",21.379902,103.01586
Hà Nam,H. Bình Lục,"Điện máy Xanh 784 - 786 Trần Hưng Đạo, tiểu khu Bình Thắng, TT. Bình Mỹ",20.490951,106.00545
Hà Nam,huyện Bình Lục,"Điện máy Xanh Thôn An Ninh, xã An Lão",20.415189,106.008221
Hà Nam,Thành Phố Phủ Lý,"Điện máy Xanh Số 222 Đường Lê Hoàn, Phường Hai Bà Trưng",20.540345,105.91241
Hà Nam,H. Lý Nhân,"Điện máy Xanh Số 68 Trần Hưng Đạo, TT. Vĩnh Trụ",20.559343,106.03012
Hà Nam,TP. Phủ Lý,"Điện máy Xanh Khu TM4 - Quốc lộ 1A, P. Thanh Châu",20.532209,105.91411
Hà Nam,Huyện Thanh Liêm,"Điện máy Xanh Thôn Phú Gia, Xã Thanh Nguyên",20.417029,105.918606
Hà Nam,huyện Duy Tiên,Điện máy Xanh Xã Yên Nam,20.6030443,105.9790808
Hà Nam,H. Duy Tiên,"Điện máy Xanh 130-132b Nguyễn Hữu Tiến, TT. Đồng Văn",20.643361,105.92244
Hà Nam,Huyện Duy Tiên,"Điện máy Xanh Phố Phú Hòa,Thị Trấn Hòa Mạc",20.643096,105.99021
Hà Nam,Huyện Lý Nhân,Điện máy Xanh Xã Hòa Hậu,20.474265,106.167283
Hà Nam,xã Thanh Lưu,Điện máy Xanh Xóm Giữa Non,20.4741544,105.9530795
Hà Nam,thị xã Duy Tiên,"Thửa đất số 11, tờ bản đồ PL13, phố Nguyễn Hữu Tiến, thị trấn Đồng Văn, huyện Duy Tiên, tỉnh Hà Nam ( nay là phường Đồng Văn",20.643571,105.924123
Hà Nam,TP. Phủ Lý,"Số 171 Đinh Tiên Hoàng, P. Trần Hưng Đạo",20.531911,105.91761
Hà Nam,Huyện Kim Bảng,"Thôn Quyển Sơn, Xã Thi Sơn",20.571753,105.87292
Hà Nam,TP.Phủ Lý,"Quốc Lộ 1A, P.Hai Bà Trưng",20.537738,105.91248
Hà Nam,huyện Lý Nhân,"Số 115 - 117 Trần Hưng Đạo, thị trấn Vĩnh Trụ",20.559868,106.03166
Đắk Nông,H. Đắk Song,"Điện máy Xanh Thôn 10, xã Nam Bình",12.290176,107.5953
Đắk Nông,Huyện Tuy Đức,"Điện máy Xanh Thôn 3, Xã Đắk Búk So",12.210209,107.462535
Đắk Nông,Huyện Đắk Mil,Điện máy Xanh Xã Đăk R'la,12.450156,107.620396
Đắk Nông,H. Cư Jut,"Điện máy Xanh Số 317 Nguyễn Tất Thành, TT. Ea T'Ling",12.590268,107.89689
Đắk Nông,Huyện Đăk R’Lấp,"Điện máy Xanh Thôn Quảng Thuận, Xã Nghĩa Thắng",11.892022,107.541431
Đắk Nông,H. Đắk R'Lấp,"Điện máy Xanh Quốc Lộ 14, thôn 03, X. Nhân Cơ",11.980968,107.58125
Đắk Nông,H. Đắk Glong,"Điện máy Xanh Quốc lộ 28 , X. Quảng Khê ",11.908471,107.79762
Đắk Nông,H. Krông Nô,"Điện máy Xanh 185 Nguyễn Tất Thành,Tổ 01, TT. Đắk Mâm",12.460907,107.86253
Đắk Nông,Tỉnh Đắk Nông,"Điện máy Xanh Thôn 1, Xã Đắk Ha, Huyện Đắk Glong",11.908356,107.801304
Đắk Nông,huyện Đăk R'Lấp,"Điện máy Xanh Quốc lộ 14, thôn 5, xã Quảng Tín",11.935079,107.44068
Đắk Nông,huyện Cư Jút,Điện máy Xanh Xã Nam Dong,12.658128,107.867111
Đắk Nông,H.Đắk Mil,"Điện máy Xanh 67 Nguyễn Tất Thành, Thị trấn Đắk Mil",12.4499083,107.6219952
Đắk Nông,TX. Gia Nghĩa,"Điện máy Xanh Tổ dân phố 4, đường Tôn Đức Thắng, P. Nghĩa Thành",12.011255,107.68537
Đắk Nông,Huyện Đắk Song,"Điện máy Xanh Thôn 2, Xã Nâm N Jang",12.189914,107.581866
Hà Giang,huyện Bắc Quang,"Điện máy Xanh Thôn An Xuân, xã Đồng Yên",22.197827,104.774768
Hà Giang,huyện Bắc Quang,Điện máy Xanh Xã Tân Quang,22.4925623,104.8748311
Hà Giang,Huyện Quản Bạ,"Điện máy Xanh Thửa số 100,303,304, tờ bản đồ số 23, tổ 3, thị trấn Tam Sơn",23.065028,104.99302
Hà Giang,TP. Hà Giang,"Điện máy Xanh Số 176, đường Nguyễn Trãi, tổ 15, P. Nguyễn Trãi",22.813265,104.98102
Hà Giang,H. Yên Minh,"Điện máy Xanh Tổ 2, TT. Yên Minh",23.119403,105.13737
Hà Giang,huyện Mèo Vạc,"Điện máy Xanh Đường Hạnh Phúc, thị trấn Mèo Vạc",23.16325,105.410731
Hà Giang,huyện Bắc Quang,"Điện máy Xanh Thôn An Tiến, xã Hùng An",22.414438,104.805916
Hà Giang,H.Bắc Quang,"Điện máy Xanh Số 602 Trường Chinh, Tổ 4, TT.Việt Quang",22.411714,104.80886
Hà Giang,H. Hoàng Su Phì,"Điện máy Xanh Tổ dân phố 4, TT. Vinh Quang",22.742964,104.67943
Hà Giang,H. Xín Mần,"Điện máy Xanh Tổ 1, TT. Cốc Pài",22.684079,104.46188
Hà Giang,huyện Bắc Quang,"Điện máy Xanh Tổ dân phố Phố Mới, thị trấn Vĩnh Tuy",22.31922,104.67212
Hà Giang,huyện Vị Xuyên,Điện máy Xanh Thị trấn Nông Trường Việt Lâm,22.62591,104.9576
Hà Giang,huyện Quang Bình,Điện máy Xanh Thị trấn Yên Bình,22.413518,104.578647
Hà Giang,Huyện Đồng Văn,"Điện máy Xanh Xóm Thành Tâm, xã Đồng Văn",23.277016,105.364295
Hà Giang,Thành phố Hà Giang,"Điện máy Xanh Số nhà 187, 189, 191, Đường Nguyễn Thái Học, Phường Trần Phú",22.830936,104.985392
Hà Giang,huyện Bắc Quang,Điện máy Xanh Xã Quang Minh,22.414438,104.805916
Hà Giang,huyện Vị Xuyên,"Điện máy Xanh Số 154, Tổ 4, thị trấn Vị Xuyên",22.668297,104.9831
Hà Giang,TP.Hà Giang,"Số nhà 331 đường Nguyễn Trãi, P.Nguyễn Trãi",22.821293,104.9816
Hà Giang,TP.Hà Giang,"94 Trần Hưng Đạo, P.Trần Phú",22.8306472,104.9876153
Hà Giang,huyện Mèo Vạc,"Tổ 4, thị trấn Mèo Vạc",23.164098,105.41005
Hà Giang,H. Quản Bạ,"Số nhà 64-66, TT. Tam Sơn",23.064776,104.99103
Hà Giang,Tỉnh Hà Giang ( Ngã 3 Quang Bình ),"Tổ 3, Đường Trường Chinh, Thị Trấn Việt Quang, Huyện Bắc Quang",22.41613,104.80717
Hà Giang,H. Đồng Văn,"Số nhà 100, đường 3/2, tổ 2, TT. Đồng Văn",23.277373,105.35911
Gia Lai,H. Phú Thiện,"Điện máy Xanh Quốc Lộ 25, TDP 12, TT. Phú Thiện",13.529306,108.31711
Gia Lai,Tỉnh Gia Lai,"Điện máy Xanh 272 Hùng Vương, Tổ dân phố 2, Thị trấn Đắk Pơ, Huyện Đắk Pơ",13.934529,108.640071
Gia Lai,huyện Ia Pa,"Điện máy Xanh Thôn Marin II, xã Ia Marơn",13.445461,108.443012
Gia Lai,Tp. Pleiku,"Điện máy Xanh 01 Tôn Đức Thắng, P. Yên Thế",14.030759,107.98962
Gia Lai,Tỉnh Gia Lai,"Điện máy Xanh Đường ĐT 763, Tổ Dân Phố 01, Thị Trấn Ia Ly, Huyện Chư Păh",14.205528,107.837389
Gia Lai,TP. Pleiku,"Điện máy Xanh Số 47 Trần Phú, P. Diên Hồng",13.977613,107.99676
Gia Lai,H. Ia Grai,"Điện máy Xanh 321 Hùng Vương, TT. Ia Kha",13.962087,107.8406
Gia Lai,Huyện Chư Prông,Điện máy Xanh Xã Bàu Cạn,13.857516,107.941872
Gia Lai,Tỉnh Gia Lai,"Điện máy Xanh 199 Hùng Vương, Thị Trấn Phú Túc, Huyện Krông Pa",13.202056,108.683722
Gia Lai,Tp. Pleiku,"Điện máy Xanh 279 Nguyễn Tất Thành, Phường Phù Đổng",13.972709,108.015229
Gia Lai,H. Mang Yang,"Điện máy Xanh 207 Trần Hưng Đạo, Tổ 4 , TT. Kon Dơng ",14.043535,108.25997
Gia Lai,huyện Chư Păh,"Điện máy Xanh Tổ dân phố 01, thị trấn Phú Hòa",14.1015215,107.9732543
Gia Lai,TP. Pleiku,"Điện máy Xanh số 56B-58-60A Phan Đình Phùng, tổ 11, phường Tây Sơn",13.984639,108.002703
Gia Lai,H. K'Bang,"Điện máy Xanh Đường Quang Trung, TDP 7, TT. K'Bang",14.137224,108.60356
Gia Lai,H. Chư Prông,"Điện máy Xanh Số 56 Hùng Vương, TT. Chư Prông",13.758416,107.88902
Gia Lai,H. Chư Pưh,"Điện máy Xanh QL14, TT. Nhơn Hòa",13.547023,108.09949
Gia Lai,H. Chư Sê,"Điện máy Xanh 904B Hùng Vương, TT. Chư Sê",13.692559,108.07777
Gia Lai,Thị Xã An Khê,Điện máy Xanh Số 359 Quang Trung,13.954444,108.66386
Gia Lai,Huyện Đức Cơ,"Điện máy Xanh 477 Quang Trung, Thị Trấn Chư Ty",13.799861,107.69697
Gia Lai,huyện Kông Chro,"Điện máy Xanh Đường Nguyễn Huệ, tổ 3, thị trấn Kông Chro",13.777088,108.524573
Gia Lai,TX. Ayunpa,"Điện máy Xanh Số 245 đường Trần Hưng Đạo, P. Đoàn Kết",13.404931,108.44275
Gia Lai,H.Chư Sê,"811 Hùng Vương, TT.Chư Sê",13.694139,108.07747
Gia Lai,TP.Pleiku ,"05 Nguyễn Tất Thành, P.Hoa Lư",13.985216,108.0075359
Gia Lai,Tỉnh Gia Lai,"72-74 Phan Bội Châu, Thị trấn Kbang, Huyện Kbang",14.13876,108.6017
Gia Lai,Tỉnh Gia Lai,"Số 93C Phan Đình Phùng, Phường Yên Đỗ, Thành phố Pleiku",13.981421,107.9965367
Gia Lai,Thị xã An Khê,"621 Quang Trung, Tổ 2, P.Tây Sơn",13.9540075,108.6524141
Gia Lai,TP.Pleiku,"Số 32 Lê Duẩn, P.Trà Bá",13.969983,108.02128
Gia Lai,TP.Pleiku,"412 Trường Chinh, P.Trà Bá",13.953837,108.01379
Gia Lai,H.Đắk Đoa,"475 Nguyễn Huệ, TT.Đắk Đoa",13.993576,108.12116
Gia Lai,huyện Đức Cơ,"Số 281 Đường Quang Trung, Thị Trấn Chư Ty",13.800013,107.69443
Gia Lai,Huyện Mang Yang,"Số 9, Lý Thái Tổ, Tổ Dân Phố 04, Thị Trấn Kon Dơng",14.0431819,108.2547897
Vĩnh Phúc,huyện Lập Thạch,"Điện máy Xanh Thôn Bỉnh Ri, xã Hợp Lý",21.4965678,105.4911699
Vĩnh Phúc,huyện Lập Thạch,"Điện máy Xanh Thôn Vọng Sơn, xã Triều Đề",21.336487,105.462495
Vĩnh Phúc,T. Vĩnh Phúc ( gần vòng tròn 1 Xuân Hòa,"Điện máy Xanh 116 Trường Chinh, P. Đồng Xuân, TX. Phúc Yên",21.276804,105.72901
Vĩnh Phúc,Huyện Tam Đảo,"Điện máy Xanh Thôn Tân Tiến, Xã Đạo Trù",21.496402,105.533082
Vĩnh Phúc,H. Vĩnh Tường,"Điện máy Xanh Thôn 1, X. Đại Đồng",21.270944,105.5085
Vĩnh Phúc,Huyện Tam Dương,"Điện máy Xanh Phố Me, Thị Trấn Hợp Hòa",21.377837,105.541468
Vĩnh Phúc,huyện Yên Lạc,Điện máy Xanh Xã Nguyệt Đức,21.209069,105.61294
Vĩnh Phúc,huyện Tam Đảo,"Điện máy Xanh Thôn Tích Cực, xã Hợp Châu",21.395401,105.618202
Vĩnh Phúc,huyện Lập Thạch ( nay là Huyện Sông Lô ),Điện máy Xanh Xã Tam Sơn (Nay là Thị trấn Tam Sơn),21.417328,105.402019
Vĩnh Phúc,huyện Bình Xuyên,Điện máy Xanh Xã Bá Hiến,21.31508,105.69036
Vĩnh Phúc,TP.Vĩnh Yên,"Điện máy Xanh 512-514 Đường Mê Linh, P.Khai Quang",21.303292,105.62364
Vĩnh Phúc,huyện Tam Dương,Điện máy Xanh Xã Hoàng Đan,21.333725,105.504367
Vĩnh Phúc,huyện Sông Lô,"Điện máy Xanh Thôn Phú Cường, xã Lãng Công",21.429134,105.420417
Vĩnh Phúc,TP. Vĩnh Yên,"Điện máy Xanh Thôn Đôn Hậu, P. Khai Quang",21.31105,105.61971
Vĩnh Phúc,Huyện Tam Đảo,"Điện máy Xanh Trại Mới, Thị Trấn Đại Đình",21.4484795,105.5719427
Vĩnh Phúc,Huyện Vĩnh Tường,Điện máy Xanh Xã Lũng Hòa,21.279262,105.46624
Vĩnh Phúc,H. Vĩnh Tường,"Điện máy Xanh Tổ dân phố Đội Cấn, TT. Vĩnh Tường",21.211601,105.51682
Vĩnh Phúc,huyện Bình Xuyên,"Điện máy Xanh TDP. Độc Lập, thị trấn Thanh Lãng",21.2458265,105.621262
Vĩnh Phúc,H. Bình Xuyên,"Điện máy Xanh Khu phố 2, TT. Hương Canh",21.272633,105.65011
Vĩnh Phúc,TP. Vĩnh Yên,"Điện máy Xanh 01 Nguyễn Danh Phương, tổ dân phố An Phú, P. Hội Hợp",21.293038,105.55268
Vĩnh Phúc,H. Bình Xuyên,"Điện máy Xanh Khu phố 2, TT. Hương Canh",21.272633,105.65011
Vĩnh Phúc,H.Lập Thạch,"Điện máy Xanh Khu 11, TT.Lập Thạch",21.413925,105.46388
Vĩnh Phúc,Huyện Lập Thạch,"Điện máy Xanh Tổ dân phố Hòa Bình, Thị trấn Hoa Sơn",21.4336774,105.5171147
Vĩnh Phúc,huyện Bình Xuyên,"Điện máy Xanh TDP Cổ Độ, thị trấn Gia Khánh",21.3534486,105.6321826
Vĩnh Phúc,Huyện Yên Lạc,"Điện máy Xanh Khu 3, thôn Đoài, Thị Trấn Yên Lạc",21.235308,105.574955
Vĩnh Phúc,Thị Xã Phúc Yên,"Điện máy Xanh Số 389A, đường Hai Bà Trưng, Khu 5, Xã Tiền Châu",21.230664,105.69456
Vĩnh Phúc,Tỉnh Vĩnh Phúc,"Điện máy Xanh Thôn Bắc Cường, Thị Trấn Thổ Tang, Huyện Vĩnh Tường",21.216079,105.511778
Vĩnh Phúc,TX.Phúc Yên,"Số 136 Trường Chinh, P.Đồng Xuân",21.277999,105.72977
Vĩnh Phúc,Thành phố Vĩnh Yên,"449 Hùng Vương, Phường Đồng Tâm",21.30597,105.57292
Vĩnh Phúc,TX. Phúc Yên,"26 Trần Hưng Đạo, P. Trưng Trắc",21.234845,105.70565
Vĩnh Phúc,H. Yên Lạc,"Khu 3, TT. Yên Lạc",21.234833,105.57459
Vĩnh Phúc,H. Vĩnh Tường,"Phố Mới, TT. Thổ Tang",21.259997,105.48956
Vĩnh Phúc,Huyện Bình Xuyên,"Khu phố 1, Thị Trấn Hương Canh",21.277759,105.647358
Vĩnh Phúc,TP.Vĩnh Yên,"Số 1 Phố Chùa Hà, Xã Định Trung",21.321766,105.59874
Vĩnh Phúc,H. Lập Thạch,TT. Lập Thạch,21.415576,105.461764
Vĩnh Phúc,Thành phố Vĩnh Yên,"Số 1 Mê Linh, Phường Liên Bảo",21.313646,105.597866
Vĩnh Phúc,H.Tam Dương,"Đường Quốc lộ 2C, Phố Me, Thị Trấn Hợp Hòa",21.381407,105.53991
Vĩnh Phúc,H. Vĩnh Tường,"Chợ TT. Vĩnh Tường, TT.Vĩnh Tường",21.215207,105.5143
Vĩnh Phúc,TP. Vĩnh Yên,"Dự án The City Light (Tòa nhà Chung cư), P. Khai Quang",21.3155696,105.6227722
Vĩnh Phúc,Thị xã Phúc Yên,"Số 286, đường Hai Bà Trưng, P.Hùng Vương",21.231189,105.70215
Vĩnh Long,Thành phố Vĩnh Long,"Điện máy Xanh Số 52, khóm 2, Phường 4",10.247781,105.977984
Vĩnh Long,H. Vũng Liêm,"Điện máy Xanh Đường Nam Kỳ Khởi Nghĩa, Tổ 3, Khóm 2, TT. Vũng Liêm",10.095337,106.18579
Vĩnh Long,Huyện Trà Ôn,"Điện máy Xanh Số 1, Khu Phố 3, Thị Trấn Trà Ôn",9.9640711,105.92342
Vĩnh Long,Phường 2,Điện máy Xanh 210 Lê Thái Tổ,10.254677,105.96368
Vĩnh Long,thành phố Vĩnh Long,"Điện máy Xanh Ấp Tân Qưới Đông, xã Trường An",10.262273,105.936247
Vĩnh Long,H. Tam Bình,"Điện máy Xanh Số 492, tổ 1A, ấp 8, X. Mỹ Lộc",10.112538,105.96728
Vĩnh Long,huyện Vũng Liêm,"Điện máy Xanh Ấp Phú Cường, xã Hiếu Thuận",10.035598,106.111418
Vĩnh Long,Huyện Vũng Liêm,"Điện máy Xanh Số 110, Tổ 6, ấp Giồng Ké, Xã Trung Ngãi",10.056927,106.19835
Vĩnh Long,Huyện Trà Ôn,"Điện máy Xanh Số 354, tổ NDTQ 17, ấp Vĩnh Trinh, Xã Vĩnh Xuân",9.951185,106.00577
Vĩnh Long,H. Trà Ôn,"Điện máy Xanh Số 23, tổ 7, ấp Khu Phố, X. Hựu Thành",9.960634,106.08246
Vĩnh Long,Huyện Long Hồ,"Điện máy Xanh Số 197/17, ấp Phước Yên A, Xã Phú Qưới",10.164699,105.928278
Vĩnh Long,TP. Vĩnh Long,"Điện máy Xanh Số 550 Phạm Thái Bường, khóm 5, phường 4",10.232035,105.98675
Vĩnh Long,Huyện Long Hồ,"Điện máy Xanh Số 242/20, khóm 5, Thị Trấn Long Hồ",10.200167,106.004028
Vĩnh Long,thị xã Bình Minh,"Điện máy Xanh Đường Nguyễn Văn Thảnh, tổ 1, khóm 5, phường Thành Phước",10.069735,105.81616
Vĩnh Long,Huyện Long Hồ,"Điện máy Xanh Số 177D/09, tổ 15, ấp Phú Thạnh, Xã Đồng Phú",10.307667,105.998528
Vĩnh Long,huyện Tam Bình,Điện máy Xanh Xã Long Phú,10.078389,105.912222
Vĩnh Long,H. Bình Tân,"Điện máy Xanh Ấp Tân Lộc, X. Tân Lược",10.139993,105.71755
Vĩnh Long,H. Mang Thít,"Điện máy Xanh Số 19-21-23 khóm 01, TT. Cái Nhum",10.174611,106.10907
Vĩnh Long,huyện Bình Tân,Điện máy Xanh Xã Tân Thành,10.101865,105.752457
Vĩnh Long,Huyện Vũng Liêm,"Điện máy Xanh Ấp An Điền 1, Xã Trung Hiếu",10.07465,106.157133
Vĩnh Long,H. Vũng Liêm,"Điện máy Xanh Ấp Nhơn Ngãi, X. Hiếu Phụng",10.083883,106.11923
Vĩnh Long,Huyện Long Hồ,"Điện máy Xanh Ấp An Hiệp, Xã Long An",10.151858,106.025461
Vĩnh Long,H. Tam Bình,"Điện máy Xanh Số 12 Phan Văn Đáng, Khóm 1, TT .Tam Bình",10.047752,105.9993
Vĩnh Long,huyện Vũng Liêm,"Điện máy Xanh Ấp 08, xã Tân An Luông",10.10313,106.081972
Vĩnh Long,T.Vĩnh Long,"Điện máy Xanh QL 54, tổ 50, khóm Đông Thuận, P.Đông Thuận, Tx.Bình Minh",10.045915,105.835835
Vĩnh Long,huyện Mang Thít,"Điện máy Xanh Ấp Chợ, xã Mỹ An",10.240444,106.052806
Vĩnh Long,H. Tam Bình,"Điện máy Xanh Lô 1A, Khu Đô Thị Song Phú, Ấp Phú Ninh, X. Song Phú",10.117474,105.9012
Vĩnh Long,Huyện Bình Tân,"Điện máy Xanh Quốc lộ 54, khóm Tân Thuận, Thị trấn Tân Quới",10.102456,105.753382
Vĩnh Long,H. Mang Thít,"Nguyễn Trãi, Khóm 1, TT. Cái Nhum",10.178293,106.114675
Vĩnh Long,TP. Vĩnh Long,"Số 14D-14E, đường Đinh Tiên Hoàng, khóm 4, P. 8",10.239365,105.95691
Vĩnh Long,TP.Vĩnh Long,"93B đường 2/9, khóm Hưng Đạo Vương, P.1",10.2502606,105.9741372
Vĩnh Long,H. Long Hồ,"Số 197C/17 Quốc lộ 1A, ấp Phước Yên, xã Phú Quới",10.165245,105.92833
Vĩnh Long,Thành Phố Vĩnh Long,"Số 56G, Đường Phạm Hùng, Khóm 5, Phường 9",10.25998,105.94336
Vĩnh Long,H. Tam Bình,"Phan Văn Đáng, Khóm 3, TT. Tam Bình",10.0481894,105.998942
Vĩnh Long,Tỉnh Vĩnh Long,"Thửa đất số 230, tờ bản đồ số 11, Quốc Lộ 54, Khu 7, Thị trấn Trà Ôn, Huyện Trà Ôn",9.969654,105.927587
Vĩnh Long,TX.Bình Minh,"Tổ 21, Khóm 5, P.Cái Vồn",10.07084,105.82275
Vĩnh Long,TP. Vĩnh Long,"Số 71/12 - 71/13 Phó Cơ Điều, khóm 3, P. 03",10.235063,105.96535
Vĩnh Long,TP.Vĩnh Long,"210 Lê Thái Tổ, P.02",10.254538,105.96373
Đồng Tháp,Thành Phố Sa Đéc,"Điện máy Xanh Số 90 Hùng Vương, Phường 1",10.290549,105.76693
Đồng Tháp,huyện Lấp Vò,"Điện máy Xanh Ấp An Thạnh, xã Mỹ An Hưng B",10.405663,105.607699
Đồng Tháp,Huyện Tam Nông,"Điện máy Xanh QL 30, Xã An Long",10.700521,105.38127
Đồng Tháp,Huyện Thanh Bình,"Điện máy Xanh Ấp Tân Phong, Xã Tân Huề",10.613353,105.358219
Đồng Tháp,huyện Lấp Vò,"Điện máy Xanh Ấp An Lợi B, xã Định Yên",10.310082,105.53626
Đồng Tháp,TX. Hồng Ngự,Điện máy Xanh Số 06 Thoại Ngọc Hầu,10.811495,105.34139
Đồng Tháp,huyện Tháp Mười,Điện máy Xanh Xã Đốc Binh Kiều,10.517472,105.909278
Đồng Tháp,huyện Châu Thành,"Điện máy Xanh Ấp Cụm dân cư trung tâm, xã Tân Phú Trung",10.255435,105.738306
Đồng Tháp,Huyện Lai Vung,"Điện máy Xanh Ấp Tân Bình, Xã Phong Hòa",10.171387,105.673585
Đồng Tháp,Tỉnh Đồng Tháp,"Điện máy Xanh Ấp Chiến Thắng, Xã Tân Hộ Cơ, Huyện Tân Hồng",10.9383473,105.4420023
Đồng Tháp,huyện Lấp Vò,"Điện máy Xanh Ấp Hưng Thạnh Đông, xã Long Hưng B",10.361479,105.52261
Đồng Tháp,H. Lai Vung,"Điện máy Xanh Khóm 1, TT. Lai Vung",10.285972,105.66269
Đồng Tháp,Tp. Sa Đéc,"Điện máy Xanh Khóm Tân Hòa, P. An Hòa",10.312271,105.74624
Đồng Tháp,huyện Tam Nông,"Điện máy Xanh Ấp Long Phú A, xã Phú Thành A",10.689587,105.437845
Đồng Tháp,H. Lấp Vò,"Điện máy Xanh Khóm Bình Thạnh 1, TT. Lấp Vò",10.362655,105.52446
Đồng Tháp,huyện Tam Nông,"Điện máy Xanh Ấp K10, xã Phú Hiệp",10.75646,105.511541
Đồng Tháp,huyện Cao Lãnh,"Điện máy Xanh Ấp 02, Xã Mỹ Long",10.351809,105.78254
Đồng Tháp,T. Đồng Tháp (Ngã Tư Đèn Đỏ,"Điện máy Xanh Số 74 Nguyễn Huệ, khóm 01, TT. Sa Rài, H. Tân Hồng",10.879249,105.4516
Đồng Tháp,H. Châu Thành,"Điện máy Xanh Số 62, QL. 80, khóm Mỹ Phú, TT Cái Tàu Hạ",10.26063,105.87553
Đồng Tháp,huyện Lai Vung,"Điện máy Xanh Ấp Tân Lợi, xã Tân Thành",10.256778,105.593667
Đồng Tháp,H. Tháp Mười,"Điện máy Xanh Số 119 Hùng Vương, Khóm 4, TT. Mỹ An",10.518649,105.84384
Đồng Tháp,Huyện Cao Lãnh,"Điện máy Xanh Ấp Đông Mỹ, Xã Mỹ Hội",10.395071,105.727973
Đồng Tháp,Thành phố Cao Lãnh,"Điện máy Xanh Số 03, Quốc lộ 30, Phường Mỹ Phú",10.461373,105.64381
Đồng Tháp,Huyện Châu Thành,"Điện máy Xanh Ấp Tân Thuận, Xã Tân Nhuận Đông",10.270248,105.830154
Đồng Tháp,huyện Lấp Vò,"Điện máy Xanh Ấp Khánh An, xã Tân Khánh Trung",10.37742,105.709108
Đồng Tháp,huyện Hồng Ngự,"Điện máy Xanh 12, khóm Thượng 1, thị trấn Thường Thới Tiền",10.812821,105.247648
Đồng Tháp,H. Tam Nông,"Điện máy Xanh 387 Võ Văn Kiệt, Khóm 3 , TT. Tràm Chim",10.669609,105.56234
Đồng Tháp,huyện Lai Vung,Điện máy Xanh Xã Vĩnh Thới,10.28655,105.660602
Đồng Tháp,huyện Tháp Mười,"Điện máy Xanh Ấp Mỹ Tây 2, xã Mỹ Quí",10.526167,105.724743
Đồng Tháp,TP. Cao Lãnh,"Điện máy Xanh Số nhà 1241, đường Quốc Lộ 30, khóm 01, phường 11",10.484891,105.584048
Đồng Tháp,H. Thanh Bình,"Điện máy Xanh Quốc lộ 30, Khóm Tân Đông B, TT. Thanh Bình",10.557959,105.49037
Đồng Tháp,Thành phố Cao Lãnh,Điện máy Xanh Phường 6,10.429194,105.634389
Đồng Tháp,H. Lấp Vò,"Điện máy Xanh Ấp Vĩnh Lợi, X. Vĩnh Thạnh",10.334909,105.61927
Đồng Tháp,huyện Thanh Bình,"Điện máy Xanh Ấp Bình Trung, xã Bình Thành",10.535518,105.541602
Đồng Tháp,huyện Tân Hồng,"Điện máy Xanh Ấp Tân Bảnh, xã Tân Phước",10.820402,105.514691
Đồng Tháp,Huyện Tháp Mười,"Điện máy Xanh Ấp 6B, Xã Trường Xuân",10.648871,105.78749
Đồng Tháp,H. Cao Lãnh,"Điện máy Xanh Số 114-116 Nguyễn Trãi, TT. Mỹ Thọ",10.44699,105.69498
Đồng Tháp,TP.Cao Lãnh,"83 Nguyễn Huệ, P.1",10.456291,105.63595
Đồng Tháp,TP. Sa Đéc,"Số 20 Trần Phú, Phường 1",10.296829,105.76462
Đồng Tháp,H. Cao Lãnh,X. Mỹ Long,10.440889,105.696441
Đồng Tháp,TP. Sa Đéc,"Nguyễn Sinh Sắc, Phường 01",10.290427,105.75785
Đồng Tháp,H. Tam Nông,Xã An Long,10.700729,105.381045
Đồng Tháp,H. Lai Vung,"Khóm 1, TT. Lai Vung",10.289137,105.65947
Đồng Tháp,Tỉnh Đồng Tháp,"Thửa đất số 25-27-30-31, Tờ bản đồ số 31, Thị Trấn Thanh Bình, Huyện Thanh Bình",10.5586044,105.4887087
Đồng Tháp,H. Tháp Mười,"Ấp 5A, xã Trường Xuân",10.656319,105.78451
Đồng Tháp,Huyện Cao Lãnh,Thị Trấn Mỹ Thọ,10.440889,105.696441
Đồng Tháp,H.Lấp Vò,"Số 280/1 Quốc Lộ 80, Khóm Bình Thạnh 1, TT.Lấp Vò",10.362627,105.52302
Đồng Tháp,TP.Cao Lãnh,"178 Nguyễn Huệ, P.2",10.4572851,105.6378793
Đồng Tháp,H.Châu Thành,"Số 83C, Quốc lộ 80, TT.Cái Tàu Hạ",10.260033,105.87384
Đồng Tháp,H. Tháp Mười,TT. Mỹ An,10.521361,105.847631
Đồng Tháp,H.Châu Thành,"Số 83C, Quốc lộ 80, TT.Cái Tàu Hạ",10.260033,105.87384
Đồng Tháp,TP. Cao Lãnh,Phường 11,10.486331,105.58007
Đồng Tháp,Thị xã Hồng Ngự,"Đường Hùng Vương, P.An Thạnh",10.807954,105.3414577
Đồng Tháp,H. Tân Hồng,"Số 50 Nguyễn Huệ, TT. Sa Rài",10.87986,105.45098
Đồng Tháp,Tỉnh Đồng Tháp,"Thửa đất số 1 và thửa số 2, Tờ bản đồ số 36, khóm Mỹ Trung, Phường Mỹ Phú, Thành phố Cao Lãnh",10.474928,105.64623
Đồng Tháp,TP Cao Lãnh,"Số 72 đường Phạm Hữu Lầu, phường 4",10.453059,105.63099
Đồng Tháp,H. Tam Nông,TT. Tràm Chim,10.670793,105.56015
