id,address,district,province,longitude,latitude,zipcode
833,"Điện máy Xanh Số 36 Phố Đồng Tâm, TT. Đoan Hùng",H. Đoan Hùng,Phú Thọ,105.18816,21.621004,35000
834,"Điện máy Xanh Số 360-362 đường Lý Thường Kiệt, P. Thị Cầu",TP. Bắc Ninh,Bắc Ninh,106.08658,21.196345,16000
835,"Điện máy Xanh Số 360-362 Lê Thánh Tông, Phường Phả Lại, Thành phố Chí Linh",Tỉnh Hải Dương,Hải Dương,106.392682,21.112166,3000
836,"Điện máy Xanh Số 366, Phường Sơn Lộc",Thị Xã Sơn Tây,Hà Nội,105.50181,21.126168,10000
837,"Điện máy Xanh Số 366, Phường Sơn Lộc",Thị Xã Sơn Tây,Hà Nội,105.50181,21.126168,10000
838,"Điện máy Xanh Số 37 Đường Cầu Diễn, Phường Phúc Diễn",Quận Bắc Từ Liêm,Hà Nội,105.75877,21.042437,10000
839,"Điện máy Xanh Số 37, Trần Huỳnh, Phường 7",Thành phố Bạc Liêu,Bạc Liêu,105.71701,9.292704,97000
840,"Điện máy Xanh Số 372 tỉnh lộ 10, TT. Hậu Nghĩa",H. Đức Hòa,Long An,106.39066,10.900014,82000
841,"Điện máy Xanh Số 373 Quang Trung, TT. Bồng Sơn",H. Hoài Nhơn,Bình Định,109.01818,14.438256,55000
842,"Điện máy Xanh Số 38 Trần Phú, P. Cẩm Tây",TP. Cẩm Phả,Quảng Ninh,107.28763,21.010577,1000
843,"Điện máy Xanh Số 383,Ấp Tam Hưng, Xã Vĩnh Hưng",Huyện Vĩnh Lợi,Bạc Liêu,105.59894,9.390333,97000
844,"Điện máy Xanh Số 388 Thân Nhân Trung, TT. Bích Động, H. Việt Yên",T. Bắc Giang (gần Ngã tư TT Bích Động,Bắc Giang,106.10148,21.272181,26000
845,"Điện máy Xanh Số 389A, đường Hai Bà Trưng, Khu 5, Xã Tiền Châu",Thị Xã Phúc Yên,Vĩnh Phúc,105.69456,21.230664,15000
846,"Điện máy Xanh Số 39 Quốc Lộ 50, Ấp Thuận Nam, X. Thuận Thành",H. Cần Giuộc,Long An,106.62962,10.556257,82000
847,"Điện máy Xanh Số 390 Hợp Thành, TT. Chợ Chu",H. Định Hóa,Thái Nguyên,105.64215,21.907511,24000
848,"Điện máy Xanh Số 396 Trần Phú, TT. Hương Khê",H. Hương Khê,Hà Tĩnh,105.70265,18.172894,45000
849,"Điện máy Xanh Số 406 đường Quảng Oai, TT. Tây Đằng",H. Ba Vì,Hà Nội,105.42772,21.195735,10000
850,"Điện máy Xanh Số 406 Tổ 10, Khu phố 1, TT. Ma Lâm",H. Hàm Thuận Bắc,Bình Thuận,108.12934,11.066307,77000
851,"Điện máy Xanh Số 41 đường Hùng Vương, Thị Trấn Quảng Phú",Huyện Cư M'Gar,Đắk Lắk,108.07513,12.814855,63000
852,"Điện máy Xanh Số 418, đường Quang Trung, Phường La Khê",Quận Hà Đông,Hà Nội,105.764498,20.962282,10000
853,"Điện máy Xanh Số 42 – 44 – 46 – 48 đường Tây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm",Thành phố Hà Nội,Hà Nội,105.766603,21.040247,10000
854,"Điện máy Xanh Số 42 Điện Biên, Tổ 11, Phường Yên Ninh",Thành phố Yên Bái,Yên Bái,104.88785,21.712433,33000
855,"Điện máy Xanh Số 42, Thôn Xuân Phong Nam, Xã An Hòa",Huyện An Lão,Bình Định,108.900408,14.556072,55000
856,"Điện máy Xanh Số 421, Đường Phạm Văn Đồng, Tổ dân phố Hoàng 14, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm",Thành phố Hà Nội,Hà Nội,105.783639,21.0605,10000
857,"Điện máy Xanh Số 44 Phố Kim Đồng, Phường Hợp Giang",Thành phố Cao Bằng,Cao Bằng,106.25952,22.663492,21000
858,"Điện máy Xanh Số 443/2, Ấp 2, Xã Hoà Phú",Huyện Châu Thành,Long An,106.424859,10.490549,82000
859,"Điện máy Xanh Số 444 Hùng Vương, tổ dân phố 4, P. An Bình",TX. Buôn Hồ,Đắk Lắk,108.26476,12.918358,63000
860,"Điện máy Xanh Số 45 Hùng Vương, tổ 2, P. Ngô Quyền",TP. Bắc Giang,Bắc Giang,106.19859,21.280662,26000
1328,"Khóm 2, TT. Tiểu Cần",H. Tiểu Cần,Trà Vinh,106.18931,9.811196,87000
862,"Điện máy Xanh Số 462 - 464 Quốc Lộ 20, Khu Phố 2, Thị Trấn Liên Nghĩa",Huyện Đức Trọng,Lâm Đồng,108.37223,11.730538,66000
863,"Điện máy Xanh Số 466 Đường Trần Hưng Đạo, T.T Lạc Tánh",H.Tánh Linh,Bình Thuận,107.68181,11.081969,77000
864,"Điện máy Xanh Số 47 Trần Phú, P. Diên Hồng",TP. Pleiku,Gia Lai,107.99676,13.977613,61000
865,"Điện máy Xanh Số 474-476 Hữu Nghị, khóm Xuân Hoà, TT. Tịnh Biên",H. Tịnh Biên,An Giang,104.94673,10.603537,90000
866,"Điện máy Xanh Số 486 đường 30/04, P. Rạch Dừa",TP. Vũng Tàu,Bà Rịa - Vũng Tàu,107.113322,10.398387,78000
867,"Điện máy Xanh Số 501-503 đường Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân",Thành phố Hà Nội,Hà Nội,105.814222,20.986222,10000
868,"Điện máy Xanh Số 529 đường Hoàng Quốc Việt , P. Pom Hán ",Tp. Lào Cai ,Lào Cai,104.01961,22.419489,31000
869,"Điện máy Xanh Số 56 Hùng Vương, TT. Chư Prông",H. Chư Prông,Gia Lai,107.88902,13.758416,61000
870,"Điện máy Xanh Số 561 Giải Phóng, TT. Ea Drăng",H. Ea H'leo,Đắk Lắk,108.20691,13.20446,63000
871,"Điện máy Xanh Số 564 đường DT 741, TT. Phước Vĩnh",H. Phú Giáo,Bình Dương,106.79455,11.289886,75000
872,"Điện máy Xanh Số 564 đường DT 741, TT. Phước Vĩnh",H. Phú Giáo,Bình Dương,106.79455,11.289886,75000
873,"Điện máy Xanh Số 567, Ấp 1, P. Hội Nghĩa",TX. Tân Uyên,Bình Dương,106.76977,11.098056,75000
874,"Điện máy Xanh số 56B-58-60A Phan Đình Phùng, tổ 11, phường Tây Sơn",TP. Pleiku,Gia Lai,108.002703,13.984639,61000
875,"Điện máy Xanh Số 57 đường Nguyễn Trãi, Khu phố Thắng Lợi 2, P. Dĩ An, TP. Dĩ An",T,Bình Dương,106.758081,10.906862,75000
876,"Điện máy Xanh Số 57, đường xóm chợ, Xã Thủy Xuân Tiên",Huyện Chương Mỹ,Hà Nội,105.578153,20.880211,10000
877,"Điện máy Xanh Số 577-579-581 Đường Cách Mạng Tháng 8, P. Phú Cường",TP. Thủ Dầu Một,Bình Dương,106.658341,10.97535,75000
878,"Điện máy Xanh Số 6 Phố Vác, thôn Canh Hoạch, X. Dân Hòa",H. Thanh Oai,Hà Nội,105.77541,20.815625,10000
879,"Điện máy Xanh Số 602 Trường Chinh, Tổ 4, TT.Việt Quang",H.Bắc Quang,Hà Giang,104.80886,22.411714,20000
880,"Điện máy Xanh Số 61 Lê Văn Lương, P. Trung Hòa",Q. Cầu Giấy,Hà Nội,105.80954,21.009362,10000
881,"Điện máy Xanh Số 62, QL. 80, khóm Mỹ Phú, TT Cái Tàu Hạ",H. Châu Thành,Đồng Tháp,105.87553,10.26063,81000
882,"Điện máy Xanh Số 624 Hùng Vương, TT. Đinh Văn",H. Lâm Hà,Lâm Đồng,108.24809,11.787342,66000
883,"Điện máy Xanh Số 625-627 đường Thống Nhất, Phường Tân An",Thị xã La Gi,Bình Thuận,107.749932,10.684136,77000
884,"Điện máy Xanh Số 659 đường Lạc Long Quân, Phường Phú Thượng",Quận Tây Hồ,Hà Nội,105.811764,21.070455,10000
885,"Điện máy Xanh Số 671 đường 21/8, P.Bảo An",TP.Phan Rang - Tháp Chàm,Ninh Thuận,108.95462,11.592951,59000
886,"Điện máy Xanh Số 68 Trần Hưng Đạo, TT. Vĩnh Trụ",H. Lý Nhân,Hà Nam,106.03012,20.559343,18000
887,"Điện máy Xanh Số 68, đường DT 741, Phường Thác Mơ",Thị xã Phước Long,Bình Phước,106.993438,11.839918,67000
888,"Điện máy Xanh Số 688, Đường Quốc Lộ 14, Phường Tân Phú",Thành phố Đồng Xoài,Bình Phước,106.88159,11.53195,67000
889,"Điện máy Xanh Số 691 (Khu tái định cư phường Tân Bình), đường Phú Riềng Đỏ, Tổ 1, Phường Tân Bình",Thành phố Đồng Xoài,Bình Phước,106.89373,11.521559,67000
890,"Điện máy Xanh Số 707, Ấp Long Hưng, Xã Long Hựu Tây",Huyện Cần Đước,Long An,106.668167,10.488806,82000
891,"Điện máy Xanh Số 70-72-74 đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy",Thành phố Hà Nội,Hà Nội,105.801422,21.030866,10000
892,"Điện máy Xanh Số 71/7B, KP.02, TT. Chợ Lách",H. Chợ Lách,Bến Tre,106.1196,10.258194,86000
893,"Điện máy Xanh Số 73-75 Phan Châu Trinh, TT. Đông Phú",H. Quế Sơn,Quảng Nam,108.21661,15.672389,51000
894,"Điện máy Xanh Số 738-740-742-742A-744 đường Trần Phú, Phường Lộc Tiến, Thành phố Bảo Lộc",Tỉnh Lâm Đồng,Lâm Đồng,107.784951,11.535569,66000
895,"Điện máy Xanh Số 74 Nguyễn Huệ, khóm 01, TT. Sa Rài, H. Tân Hồng",T. Đồng Tháp (Ngã Tư Đèn Đỏ,Đồng Tháp,105.4516,10.879249,81000
896,"Điện máy Xanh Số 74, QL 13, Ấp 3B, X. Minh Hưng",H. Chơn Thành,Bình Phước,106.61475,11.481807,67000
897,"Điện máy Xanh Số 75 đường Hùng Vương, thị trấn Nam Sách",huyện Nam Sách,Hải Dương,106.33668,21.003496,3000
898,"Điện máy Xanh Số 769 Trần Hưng Đạo, Phường Lê Hồng Phong",Thành Phố Quy Nhơn,Bình Định,109.22102,13.781863,55000
899,"Điện máy Xanh Số 77/4 Trần Phú, TT. Phú Hòa",H. Thoại Sơn,An Giang,105.37631,10.359587,90000
900,"Điện máy Xanh Số 78, KP. Thanh Bình, TT. Thanh Bình",H. Bù Đốp,Bình Phước,106.79644,11.95785,67000
901,"Điện máy Xanh Số 7-9 Đường Nguyễn Văn Linh, P. Gia Thụy, Q. Long Biên",TP. Hà Nội (Tầng 2,Hà Nội,105.89281,21.050472,10000
902,"Điện máy Xanh Số 81, đường Lê Đức Thọ, Phường Mỹ Đình 2",Quận Nam Từ Liêm,Hà Nội,105.7692194,21.0300373,10000
903,"Điện máy Xanh Số 81-83-85 Quốc lộ 5, KP. Ga, TT. Phú Thái",H. Kim Thành,Hải Dương,106.51079,20.966956,3000
904,"Điện máy Xanh Số 83 đường Cần Trạm, thị trấn Vôi",huyện Lạng Giang,Bắc Giang,106.26011,21.354445,26000
905,"Điện máy Xanh Số 83 Khu 1B , TT. Cần Đước ",H. Cần Đước ,Long An,106.6034,10.509044,82000
906,"Điện máy Xanh Số 84, khu B QH khu định cư Đông Ga Hạ Long, P. Giếng Đáy, Tp. Hạ Long",Quảng Ninh (Cách Ngã Tư Ao Cá 200m,Quảng Ninh,107.017809,20.974191,1000
907,"Điện máy Xanh Số 85 Trần Nguyên Hãn, Phường Bến Gót",Thành phố Việt Trì,Phú Thọ,105.42165,21.304081,35000
908,"Điện máy Xanh Số 86 đường Lang Biang, TDP Hợp Thành, TT. Lạc Dương",H. Lạc Dương,Lâm Đồng,108.41706,12.007394,66000
909,"Điện máy Xanh Số 87, Đường Núi Đôi, Tổ 2, TT. Sóc Sơn",H. Sóc Sơn,Hà Nội,105.85758,21.257595,10000
910,"Điện máy Xanh Số 87-89, tổ 3, P. Trần Phú",Tp. Hà Tĩnh,Hà Tĩnh,105.89197,18.342113,45000
911,"Điện máy Xanh Số 88 đường Trường Chinh, phường Phương Mai",quận Đống Đa,Hà Nội,105.838221,20.998777,10000
912,"Điện máy Xanh Số 90 Điện Biên Phủ, KP. Long Xuyên 2, TT. Nam Phước",H. Duy Xuyên,Quảng Nam,108.28313,15.841117,51000
913,"Điện máy Xanh Số 90 Hùng Vương, Phường 1",Thành Phố Sa Đéc,Đồng Tháp,105.76693,10.290549,81000
914,"Điện máy Xanh Số 90 Miếu Đầm, Phường Mễ Trì",Quận Nam Từ Liêm,Hà Nội,105.782661,21.00517,10000
915,"Điện máy Xanh Số 908A Tôn Đức Thắng, Phường Hòa Khánh Bắc",Quận Liên Chiểu,Đà Nẵng,108.15075,16.071215,50000
916,"Điện máy Xanh Số 92, Thôn Quỳnh Ngọc, Xã Ea Na, Huyện Krông Ana",Tỉnh Đắk Lắk,Đắk Lắk,108.030077,12.484356,63000
917,"Điện máy Xanh Số 95 Giải Phóng, TT. Mường Khương",H. Mường Khương,Lào Cai,104.11282,22.759201,31000
918,"Điện máy Xanh Số 96-98, đường 2/9, khóm 1, P. 01",TX. Duyên Hải,Trà Vinh,106.49317,9.633841,87000
919,"Điện máy Xanh Số 980A - 980B - 982 đường Hùng Vương, tổ dân phố 7, TT. Di Linh",H. Di Linh,Lâm Đồng,108.07835,11.586881,66000
920,"Điện máy Xanh Số E1/9 - E1/10 Khu Dân Cư Thuận Giao, P.Thuận Giao",TP. Thuận An,Bình Dương,106.7198,10.964195,75000
921,"Điện máy Xanh Số nhà 118, Đường Trần Hưng Đạo, Tổ 6, Phường Đoàn Kết",Thành phố Lai Châu,Lai Châu,103.456073,22.400125,30000
922,"Điện máy Xanh Số nhà 1241, đường Quốc Lộ 30, khóm 01, phường 11",TP. Cao Lãnh,Đồng Tháp,105.584048,10.484891,81000
923,"Điện máy Xanh Số nhà 15 Đại Lộ Hùng Vương , X. Tráng Liệt, TT. Kẻ Sặt",H. Bình Giang,Hải Dương,106.14827,20.908417,3000
924,"Điện máy Xanh Số nhà 187, 189, 191, Đường Nguyễn Thái Học, Phường Trần Phú",Thành phố Hà Giang,Hà Giang,104.985392,22.830936,20000
925,"Điện máy Xanh Số nhà 21, Đường Quốc Lộ 14, Ấp 3, Xã Minh Thành, Huyện Chơn Thành",Tỉnh Bình Phước,Bình Phước,106.617322,11.418027,67000
926,"Điện máy Xanh Số nhà 248, Đường Nguyễn Tất Thành, Tổ Dân Phố Hiệp Thành, Thị Trấn Liên Sơn",Huyện Lắk,Đắk Lắk,108.173204,12.408026,63000
927,"Điện máy Xanh Số nhà 256 - 258 Đường ĐT 741, ẤP 3, Xã Tân Lập, Huyện Đồng Phú",Tỉnh Bình Phước,Bình Phước,106.868845,11.450489,67000
928,"Điện máy Xanh Số nhà 29-31-33 Đường Trần Hưng Đạo, Thị Trấn An Bài",H. Quỳnh Phụ,Thái Bình,106.422541,20.647531,6000
929,"Điện máy Xanh Số nhà 34, Đường ĐT 748, Ấp Tân Phú, Xã Tân Thành, Huyện Bù Đốp",Tỉnh Bình Phước,Bình Phước,106.75517,11.894623,67000
930,"Điện máy Xanh Số nhà 39, Đường Lý Tự Trọng, Tổ dân Phố 5, TT. Thạch Hà",H. Thạch Hà,Hà Tĩnh,105.86297,18.366357,45000
931,"Điện máy Xanh Số nhà 40, Đường ĐT 760, Tổ 1, Thôn 3, Xã Phú Văn, Huyện Bù Gia Mập",Tỉnh Bình Phước,Bình Phước,106.939908,11.853523,67000
932,"Điện máy Xanh Số nhà 42, Khu 3, TT.Cao Phong",H.Cao Phong,Hòa Bình,105.32561,20.712599,36000
933,"Điện máy Xanh Số nhà 43/1A đường 22/12, khu phố 1A, phường An Phú",thành phố Thuận An,Bình Dương,106.740078,10.946978,75000
934,"Điện máy Xanh Số nhà 442/1, Đường Cách mạng Tháng 8, Phường Trung Thành",thành phố Thái Nguyên,Thái Nguyên,105.870246,21.546303,24000
935,"Điện máy Xanh Số nhà 81, Phan Văn Tình, TT. Thủ Thừa",H. Thủ Thừa,Long An,106.40364,10.600073,82000
936,"Điện máy Xanh Số nhà 84, khu 15, xã Phú Hộ",TX. Phú Thọ,Phú Thọ,105.25549,21.438459,35000
937,"Điện máy Xanh Tầng 1 Tòa nhà CT2 Eco Green City, KĐT. Tây Nam Kim Giang I, X. Tân Triều",H. Thanh Trì,Hà Nội,105.80886,20.983359,10000
938,"Điện máy Xanh TDP Cổ Độ, thị trấn Gia Khánh",huyện Bình Xuyên,Vĩnh Phúc,105.6321826,21.3534486,15000
939,"Điện máy Xanh TDP. Độc Lập, thị trấn Thanh Lãng",huyện Bình Xuyên,Vĩnh Phúc,105.621262,21.2458265,15000
940,Điện máy Xanh Thị Trấn Ba Hàng Đồi,Huyện Lạc Thủy,Hòa Bình,105.68032,20.593884,36000
941,Điện máy Xanh Thị trấn Bắc Sơn,huyện Phổ Yên,Thái Nguyên,105.779871,21.451692,24000
942,Điện máy Xanh Thị trấn Cầu Gồ,Huyện Yên Thế,Bắc Giang,106.12692,21.477358,26000
943,Điện máy Xanh Thị trấn Hùng Sơn,huyện Lâm Thao,Phú Thọ,105.29336,21.35641,35000
944,Điện máy Xanh Thị trấn Mường Tè,Huyện Mường Tè,Lai Châu,102.801589,22.383719,30000
945,Điện máy Xanh Thị trấn Nhã Nam,huyện Tân Yên,Bắc Giang,106.0984678,21.4384071,26000
946,Điện máy Xanh Thị trấn Nông Trường Việt Lâm,huyện Vị Xuyên,Hà Giang,104.9576,22.62591,20000
947,Điện máy Xanh Thị trấn Phố Mới,Huyện Quế Võ,Bắc Ninh,106.158226,21.152481,16000
948,Điện máy Xanh Thị trấn Phong Châu,huyện Phù Ninh,Phú Thọ,105.31308,21.40756,35000
949,Điện máy Xanh Thị trấn Tân Hưng,huyện Tân Hưng,Long An,105.666972,10.834766,82000
950,Điện máy Xanh Thị trấn Thạnh Hoá,huyện Thạnh Hoá,Long An,106.1832117,10.6548084,82000
951,Điện máy Xanh Thị trấn Tri Tôn,huyện Tri Tôn,An Giang,105.00149,10.428994,90000
952,Điện máy Xanh Thị trấn Vĩnh Thạnh Trung,Huyện Châu Phú,An Giang,105.238893,10.575479,90000
953,Điện máy Xanh Thị trấn Yên Bình,huyện Quang Bình,Hà Giang,104.578647,22.413518,20000
954,"Điện máy Xanh Thị tứ Đồng Gia, xã Đồng Gia( nay là xã Đồng Cẩm)",huyện Kim Thành,Hải Dương,106.518554,20.895087,3000
955,"Điện máy Xanh Thôn 1, X. Đại Đồng",H. Vĩnh Tường,Vĩnh Phúc,105.5085,21.270944,15000
956,"Điện máy Xanh Thôn 10, xã Cẩm Trung",huyện Cẩm Xuyên,Hà Tĩnh,106.088907,18.217041,45000
957,"Điện máy Xanh Thôn 16/5, thị trấn Đăk Glei",huyện Đăk Glei,Kon Tum,107.741203,15.074833,60000
958,"Điện máy Xanh Thôn 1A, xã Trà Tân",huyện Đức Linh,Bình Thuận,107.474415,11.062734,77000
959,"Điện máy Xanh Thôn 2, TT. Tân An",H. Hiệp Đức,Quảng Nam,108.10774,15.582334,51000
960,"Điện máy Xanh Thôn 2, Xã Đức Liễu",Huyện Bù Đăng,Bình Phước,107.140044,11.712782,67000
961,"Điện máy Xanh Thôn 2, Xã Hoà Nam",Huyện Di Linh,Lâm Đồng,108.074181,11.580233,66000
962,"Điện máy Xanh Thôn 2, Xã Thạch Đà",Huyện Mê Linh,Hà Nội,105.673405,21.171769,10000
963,"Điện máy Xanh Thôn 2, Xã Thạch Đà",Huyện Mê Linh,Hà Nội,105.673405,21.171769,10000
964,"Điện máy Xanh Thôn 2, Xã Vũ Quý",Huyện Kiến Xương,Thái Bình,106.384613,20.400879,6000
965,"Điện máy Xanh Thôn 22, Xã EaNing",Huyện Cư Kuin,Đắk Lắk,108.196109,12.635535,63000
966,"Điện máy Xanh Thôn 3, Xã Ea Ral",Huyện Ea H’leo,Đắk Lắk,108.15509,13.250749,63000
967,"Điện máy Xanh Thôn 3, Xã Măng Tố",Huyện Tánh Linh,Bình Thuận,107.701609,11.210164,77000
968,"Điện máy Xanh Thôn 4, xã Đa Kia",huyện Bù Gia Mập,Bình Phước,106.872659,11.885002,67000
969,"Điện máy Xanh Thôn 5, Xã Ba Trại",Huyện Ba Vì,Hà Nội,105.3507,21.12856,10000
970,"Điện máy Xanh Thôn 6A, Xã Ea Kly, Huyện Krông Pắc",Tỉnh Đắk Lắk,Đắk Lắk,108.299818,12.711506,63000
971,"Điện máy Xanh Thôn 8, Quốc lộ 1A, xã Hương An",H. Quế Sơn,Quảng Nam,108.32893,15.781259,51000
972,"Điện máy Xanh Thôn 9, xã Đăk Ruồng",huyện Kon Rẫy,Kon Tum,108.241512,14.506041,60000
973,"Điện máy Xanh Thôn An Cơ, xã Thanh Tân",huyện Kiến Xương,Thái Bình,106.422968,20.435401,6000
974,"Điện máy Xanh Thôn Ấn Đạt, xã Lợi Hải",huyện Thuận Bắc,Ninh Thuận,109.061698,11.717315,59000
975,"Điện máy Xanh Thôn An Hội Bắc, Xã Nghĩa Kỳ",Huyện Tư Nghĩa,Quảng Ngãi,108.741222,15.119374,53000
976,"Điện máy Xanh Thôn An Lộc Bắc, xã Bình Trị, huyện Bình Sơn",tỉnh Quảng Ngãi,Quảng Ngãi,108.75707,15.304875,53000
977,"Điện máy Xanh Thôn An Ninh, xã An Lão",huyện Bình Lục,Hà Nam,106.008221,20.415189,18000
978,"Điện máy Xanh Thôn An Ninh, xã Yên Phụ",huyện Yên Phong,Bắc Ninh,105.953489,21.19837,16000
979,"Điện máy Xanh Thôn An Thái, xã Lê Lợi",huyện Kiến Xương,Thái Bình,106.456746,20.435968,6000
980,"Điện máy Xanh Thôn An Tiến, xã Hùng An",huyện Bắc Quang,Hà Giang,104.805916,22.414438,20000
981,"Điện máy Xanh Thôn An Xuân, xã Đồng Yên",huyện Bắc Quang,Hà Giang,104.774768,22.197827,20000
982,"Điện máy Xanh Thôn Anh Trỗi, Xã Quỳnh Lưu",Huyện Nho quan,Ninh Bình,105.84354,20.22299,8000
983,"Điện máy Xanh Thôn Bắc Cường, Thị Trấn Thổ Tang, Huyện Vĩnh Tường",Tỉnh Vĩnh Phúc,Vĩnh Phúc,105.511778,21.216079,15000
984,"Điện máy Xanh Thôn Bắc Ngầm, Xã Xuân Quang",huyện Bảo Thắng,Lào Cai,104.243626,22.379875,31000
985,"Điện máy Xanh Thôn Bái Đô, Xã Tri Thuỷ",Huyện Phú Xuyên,Hà Nội,105.957172,20.682524,10000
986,"Điện máy Xanh Thôn Bình Long, xã Lương Điền",huyện Cẩm Giàng,Hải Dương,106.166734,20.956324,3000
987,"Điện máy Xanh Thôn Bỉnh Ri, xã Hợp Lý",huyện Lập Thạch,Vĩnh Phúc,105.4911699,21.4965678,15000
988,"Điện máy Xanh Thôn Cấn Thượng, Xã Cấn Hữu",Huyện Quốc Oai,Hà Nội,105.61531,20.95261,10000
989,"Điện máy Xanh Thôn Cầu Đào, Xã Nhân Thắng",Huyện Gia Bình,Bắc Ninh,106.22835,21.06267,16000
990,"Điện máy Xanh Thôn Cậy, Xã Long Xuyên, Huyện Bình Giang",Tỉnh Hải Dương,Hải Dương,106.147222,20.909712,3000
991,"Điện máy Xanh Thôn Chẩn Kỳ, Xã Trung Tú",Huyện Ứng Hòa,Hà Nội,105.833312,20.719108,10000
992,"Điện máy Xanh Thôn Chánh Giáo, xã Mỹ An, huyện Phù Mỹ",tỉnh Bình Định,Bình Định,109.041748,14.169932,55000
993,"Điện máy Xanh Thôn Chánh Thiện, Xã Mỹ Chánh",Huyện Phù Mỹ,Bình Định,109.12243,14.15831,55000
994,"Điện máy Xanh Thôn Chánh Trực, xã Mỹ Thọ",huyện Phù Mỹ,Bình Định,109.161293,14.2167101,55000
995,"Điện máy Xanh Thôn Chấu, xã Bắc Sơn",Huyện Sóc Sơn,Hà Nội,105.828506,21.352717,10000
996,"Điện máy Xanh Thôn Chợ Cuồi, Xã Tiến Hóa",Huyện Tuyên Hóa,Quảng Bình,106.235244,17.799026,47000
997,"Điện máy Xanh Thôn Chợ, xã Bình Minh",huyện Thanh Oai,Hà Nội,105.763,20.8885,10000
998,"Điện máy Xanh Thôn Chu Xá, Xã Kiêu Kỵ",Huyện Gia Lâm,Hà Nội,105.955519,20.967497,10000
999,"Điện máy Xanh Thôn Đà Lâm, Xã Đà Loan",Huyện Đức Trọng,Lâm Đồng,108.386277,11.57682,66000
1000,"Điện máy Xanh Thôn Đại Thuận, Xã Mỹ Hiệp, Huyện Phú Mỹ",Tỉnh Bình Định,Bình Định,109.041748,14.169932,55000
1001,"Điện máy Xanh Thôn Đản Mỗ, X. Uy Nỗ",H. Đông Anh,Hà Nội,105.84597,21.146564,10000
1002,"Điện máy Xanh Thôn Đan Thê, Xã Sơn Đà",Huyện Ba Vì,Hà Nội,105.302623,21.179675,10000
1003,"Điện máy Xanh Thôn Đoài, Xã Bắc Lý",Huyện Hiệp Hòa,Bắc Giang,105.956634,21.292113,26000
1004,"Điện máy Xanh Thôn Đoài, Xã Việt Hùng",Huyện Đông Anh,Hà Nội,105.86865,21.14052,10000
1005,"Điện máy Xanh Thôn Đoàn Kết, xã Cổ Đông",TX. Sơn Tây,Hà Nội,105.50521,21.048354,10000
1006,"Điện máy Xanh Thôn Đội 4 Sơn Hạ, xã Xuân Vân",huyện Yên Sơn,Tuyên Quang,105.224051,21.9413676,22000
1007,"Điện máy Xanh Thôn Đôn Hậu, P. Khai Quang",TP. Vĩnh Yên,Vĩnh Phúc,105.61971,21.31105,15000
1008,"Điện máy Xanh Thôn Đông Bình, Xã Bình Chánh",Huyện Bình Sơn,Quảng Ngãi,108.72572,15.367457,53000
1009,"Điện máy Xanh Thôn Đông Hòe, xã Đồng Tiến",huyện Quỳnh Phụ,Thái Bình,106.323904,20.65531,6000
1010,"Điện máy Xanh Thôn Đồng Nanh, xã Tiên Phương",huyện Chương Mỹ,Hà Nội,105.704747,20.921719,10000
1011,"Điện máy Xanh Thôn Đông Sơn, X. Đông Xá, H. Vân Đồn",T. Quảng Ninh (Đối diện Cây xăng cũ,Quảng Ninh,107.41335,21.063673,1000
1012,"Điện máy Xanh Thôn Đông Yên, X. Đông Phong",H. Yên Phong,Bắc Ninh,106.00578,21.189072,16000
1013,"Điện máy Xanh Thôn Đông, X. Phù Lỗ",H. Sóc Sơn,Hà Nội,105.84879,21.199257,10000
1014,"Điện máy Xanh Thôn Đức Cơ, xã Đông Cơ",huyện Tiền Hải,Thái Bình,106.543908,20.392169,6000
1015,"Điện máy Xanh Thôn Dung, Thị trấn Thạnh Mỹ",Huyện Nam Giang,Quảng Nam,107.833435,15.746623,51000
1016,"Điện máy Xanh Thôn Hà An, xã Điện Phong",thị xã Điện Bàn,Quảng Nam,108.249785,15.850192,51000
1017,"Điện máy Xanh Thôn Hà Mỹ, Xã Duy Vinh",Huyện Duy Xuyên,Quảng Nam,108.3293739,15.844873,51000
1018,"Điện máy Xanh Thôn Hà Nha, xã Đại Đồng",huyện Đại Lộc,Quảng Nam,108.0131129,15.851035,51000
1019,"Điện máy Xanh Thôn Hà Phong, Xã Liên Hà",Huyện Đông Anh,Hà Nội,105.90008,21.15286,10000
1020,"Điện máy Xanh Thôn Hàm Hy, Xã Cộng Lạc, HuyệnTứ Kỳ",Tỉnh Hải Dương,Hải Dương,106.4546077,20.7822002,3000
1021,"Điện máy Xanh Thôn Hiếu Lễ, Xã Phước Hậu",Huyện Ninh Phước,Ninh Thuận,108.92477,11.577938,59000
1022,"Điện máy Xanh Thôn Hòa Lạc, xã Bình Yên",Huyện Thạch Thất,Hà Nội,105.518015,21.028534,10000
1023,"Điện máy Xanh Thôn Khê Ngoại 1, Xã Văn Khê",Mê Linh,Hà Nội,105.70723,21.16278,10000
1024,"Điện máy Xanh Thôn Kim 1, Xã Phượng Sơn",Huyện Lục Ngạn,Bắc Giang,106.493931,21.344085,26000
1025,"Điện máy Xanh Thôn kỳ phú, xã Tam Phước",huyện Phú Ninh,Quảng Nam,108.436097,15.53612,51000
